text;category
menteri agama bawa neraka penting jokowi bego terus kuasa;negatif
sejak lama posisi menteri didik budaya mendikbud isi kader muhammadiyah tradisi putus presiden joko widodo tunjuk nadiem makarim;negatif
pks khawatir arti pakde salah pilih pks khawatir nasib didik indonesia bawah nadiem makarim;negatif
bu sus jadi menteri kkp lalu cantrang apa kabar takoedddd;negatif
selamat tugas pak menteri desa pdtt gus abdul halim iskandar desa untk indonesia;positif
harap samsek kabinet jilid;positif
kecewa kpd partai demokrat sikap partai sekarang marah oposisi kpd jokowi lantar kasih menteri meski marah menteri kan hak prerogatif presiden mau banyak ngatur menteri kader demokrat jadi presiden dulu;positif
pak jonan bu sus lanjut jadi menteri sedih both well pak bu salut;positif
hari sedih nama kabinet indonesia maju terima kasih ibu jasa negri kkp bangga puas prestasi lama th;positif
dah bosen salahin jokowi terus mending menteri deh kan anget;negatif
agus suparmato isi kursi menteri dagang selamatbekerjaparamenteri;positif
iyaa harus memang benar goal besar indonesia lebih baik kasih waktu menteri baru lain kerja lalu nilai;positif
lepas latar belakang menteri kabinet baru beberapa perlu perhati pasti visi capai apa sebut simak lengkap;positif
harap banyak sama nadiem makarim;positif
thn pimpin kabinet jokowi beranta fakta jokowi pimpin fakta indonesia jadi lebih baik harap takdir tentu rakyat punya pilih doa jadi senjata;negatif
menteri laut ikan periode sus pudjiastuti yakin sosok ganti menteri laut ikan periode edhy prabowo kenal isi kkp;positif
hiyaa hiyaaa hiyaaaa apa akun aku nilai kiri sama trus sekarang pak prabs jadi menhan fixs aku tutup akun;negatif
menteri sus dipake tarik;negatif
cermin dri keluarga luar biasa orang kampung selalu ngumpul dng klg bincang tangga teras rmh canda bincang ria tani kopi singkong goreng moga menteri pilih periode kerja korupsi;positif
pkp indonesia yakin nyata pak presiden bukan tuju pkpi dukung syarat titik koma kabinet sepenuh hak prerogatif presiden pkp;positif
bayang sing butuh sekarang inovasi baru bidang didik darisitu aku ngeroso lek nadiem makarim mampu bukti apa pernah kerja karya benar masuk ranah didik;positif
moga barokah selalu kabinet indonesia maju bawah pimpin yth bp tegak hukum indonesia maju bangsa indonesia;positif
wah belakang nyonya maybe deal politik pasang sang tuan putri kabinet beban kabinet beko;negatif
selamat pagi menteri insya allah ttap komimen bangun indonesia pinggir sesuai nawacita jokowi salam desa tam psd kpw malu;positif
cukup kaget beliau jadi menteri alas masuk akal si haru ibu sus terus tahan;positif
seru kabinet menteri bu sus pudjiastuti;negatif
sedih rasa ibu sus pudjiastuti pak rudiantara pak ilham habibie masuk kabinet indonesia maju;negatif
baru menteri didik nikah beda agama trus anak seko tanya pak nikah beda agama yaa akhir biasa salah bangsa makin jauh agama taat agama cap radikal selamat datang indonesia akhir zaman;negatif
gilir junjung masuk kabinet langsung sembuh pokok dasar pesan;negatif
goblok lu pelihara emg presiden py referensi siapa akn dijdian menteri lu tau prabowo siapa mantan rival angkat jadi bantu kabinet kerja;positif
selamat menteri baru;positif
selamat jalan mas mbak projo;positif
selamat buat lantik bpk presiden pilih lantik kabinet jilid doa anak bangsa moga tahun depan indonesia lebih maju indonesia malu;positif
bangga lihat pak nadiem makarim squad kabinet kerja jilid kontribusi besar ciamik;positif
post edited tokoh papua kecewa wakil papua kabinet jokowi periode;negatif
selamat kerja bapak menteri desa pdtt damping desa siap sama bangun desa md kab indramayu kec krangkeng siap kawal desa bangun tuju desa maju dab mandiri;positif
terus ingat rakyat bu kerja nyata jujur tegas walaupun banyak musuh selimut menteri sus pudjiastuti ungkap alas berani lawan luhut pandjaitan;positif
banyak rumor kata bu jadi menteri lg minta sendiri berangan lbp tentang bnyk pihak utama usaha cantrang rumor bole percaya bole td ktapi bgmnpun semua hilang menteri prestasi;positif
terus nadiem makarim nikah gereja udahlah jangan manja bahas urus iman;negatif
bu sus kaga jadi menteri kkp lg;negatif
detik hati tanya bu ikut kabinet;negatif
jonan aku pisah ada sedih;negatif
kiai kiai nahdlatul ulama protes menteri agama pilih jokowi;negatif
cmn gin wamennya mesti menteri punya wakil biar semua bahagia;negatif
moga janji janji lontar benar benar lunas;positif
mertua dihianati dar pak jokowi semua orang tau acau rusuh atur lihat buat ulah macam cari popularitas peduli menteri jongos presiden aneh skali memang si duda tua;negatif
selamat kerja putra putri baik ibu pertiwi moga benar emban amanah rakyat ingat pesan bapak presiden;positif
wow jujur tunggu tunggu kemarin tuh menteri didik there nadiem makarim let see mau bawa didik indonesia anyway selamat tugas seluruh kabinet;positif
alhamdulillah syukur lanjut pak menteri;positif
semangat pak de smga indonesia maju cita cita menteri kerja baik kecewa astungkara;positif
menteri ganti pak mana kasih lawan;negatif
moga menteri baru bu sus;positif
kira nadiem jadi menteri nyangkut bisnis investasi teknologi gitu gitu mendikbud beneran bikin mikir didik pak jokowi mau dobrak orang orang didik kolot;negatif
mau jadi menteri jokowi sangat lemah nyata nyata prabowo super hero komik;negatif
wajah lama menteri jokowi jilid ii anggap layak;negatif
presiden wakil nu dulu menteri agama korupsi kemarin menag tangkal ustadz ceramah arah radikal emang semua menteri militer biar korupsi radikal berangus rakyat hny butuh damai tentram ngasak usah mentingin golong;positif
iya bener mas seperti harap pak jokowi tambah larang menteri milik visi misi sendiri langkah instan sambut revolusi industri;positif
nadiem makarim menteri muda turun mang arab jadi sorot dunia;positif
sabar tunggu sebab belio koalisi bukan ambisi jabat apa jabat kelas menteri caci maki dukung lebih jauh misi selamat bangsa negara utuh pecah belah hampir sj hancur pengaruh asing;positif
selamat atas lantik menteri kabinet indonesia maju;positif
kabinet jilid jokowi sangat aroma politis;negatif
knpa jadi menhan mnurut menhan salah satu posisi menteri kabinet reshuffle lalu kondisi dimna presiden bsa menjlankan tugas mka ambil alih menhan menlu mendagriwjar bani togog stress;negatif
bu sus gantiiiiiiiiiiiii plisss menteri paling bener kerja malah ganti;negatif
pribadi harap bu jadi menteri kabinet indonesia maju moga selalu sehat bu sus;negatif
kecewa bu sus masuk kabinet gimana mau kerja kan pak jokowi nyaman nyaman beliau cari partner;negatif
jokowi tuntas rekonsiliasi total pasca pilpres slsai tanggungjawabnya stabil riak pilpres kalo jadi menteri nyata mbalelo jokowi hak mereshufle buang orang produktif meski sblmnya mnjadi lawan politik ini langkah keren jokowi;positif
bu sus jadi menteri kkp mafia ikan mafia laut kejang pak edhy jadi menteri kkp mafia ikan laut sujud syukur;negatif
gimana mau tenang sama menteri baru depag sapu bersih orang orang nu;negatif
benar kecewa daftar menteri bukan cuma bu sus masuk mafia migas langgar ham langgar kode etik tambahin tracking satu satu masuk kabinet nd sia majubuat aku berita duka banget pakar;negatif
apa putus presiden baik tumbuh kembang indonesia maju selamat buat menteri angkat bapak presiden;positif
selamat tugas kabinet indonesia maju;positif
banyak menteri kait masa kenal malah banyak bicara radikal genting hidup bangsa coba perintah baru cipta sejuk damai fokus sejahtera ekonomi rakyat lindung hukum imbang aman negara;negatif
pak basuki harap banget ibu masuk kabinet periode mhon pak timbang bu sus menteri paling box bener niat kerja;negatif
mantap sekali erick thohir menteri bumn;positif
moveon hasil kerja bu moga menteri lanjut lampau standar hasil atas bu sus;positif
selamat bapak nadiem anwar makarim menteri didik budaya ri;positif
selamat jalan tugas negara menteri baru moga indonesia makin maknyooossss;positif
orang kulit eksotis rambut keriting kabinet pak apa buat;negatif
jenderal duduk gagah kabinet kerja tito karnavian om prabs moeldoko fachrul razi dokter awan luhut panjaitan selamat kerja tunai amanat rakyat god bless indonesia;positif
pertama kali muncul istana kira bang roma irama pak ngumumin menteri agama beliau diri bener kayak bang oma jadi menag batin syukur mirip;positif
ribut soal calon bu menteri per santuyan;positif
terima kasih pak menteri mantap;positif
kabinet indonesia maju jokowi maruf kabinet kuasa parpol dukung perintah sri mulyani angkat jadi menteri uang padah sri mulyani menteri gagal turun kan nilai tukar rupiah dolar;negatif
masuk kabinet tetap jaga hubung baik harus bukan kelompok dukung jokowi bahkan pakai nang mau bubar kelompok dukung minta kabul dukung dukung usah kanak;positif
ekspresi wajah presiden tampak sumringah gembira penuh akrab salam pak lantik kabinet ii selamat kerja pak menhan baru selamat telan pil pahit kadrun radikal;positif
pbnu banyak kiai protes menteri agama pilih jokowi;negatif
selamat menteri kabinet pilih selamat tugas moga amanah kabinet indonesia maju solution partner;positif
gelo rasa ati kulo pak bu kabinet kerja panjenengan beliau kabinet;negatif
mantap pak menteri baru kerja cepat;positif
bagaimana menteri bnyk sandung kpk apa oramg papua asli bersih pantesan kpk mau lumpuhin klik;negatif
kabinet indonesia maju menteri menteri jokowi makin tua;negatif
selamat sukses presiden menteri;positif
selamat tugas menteri kabinet maju bawah pimpin jokowi maruf moga benar benar bawa indonesia arah sejahtera maju bangsa negara indonesia;positif
yakin pak beri sempat bu istirahat jenak sibuk menteri andal jaga laut indonesia;positif
menteri muda harap implementasi inovasi kabinet jokowi maruf;positif
hrus evaluasi menteri agama dikbinet indonesia maju;negatif
masuk sus pudjiastuti bet kerja jilid lepas polemik reklamasi teluk benoa menteri serbaguna serbabisa lord luhut binsar pandjaitan;negatif
selamat tugas mas menteri nadiem makarim bangun didik martabat manusia;positif
akhir angir segar bidang didik nama nadiem makarim moga solusi ribetnya sistem didik hope;positif
punya pikir tarik buat bapak presiden alih alih taruh mendikbud nadiem makarim jadi menko kreatif lalu biar wishnutama jadi menkominfo biar mendikbud isi belva devara baru pure gada penting politik;negatif
ntah apa jadi timbang bapak tinggal bapak hasil juang saham freeport bangsa indonesia ibu laut hangus kapal illegal fishing masuk gerbong kabinet;negatif
tenang tunggu waktu pak cadang menteri turun;positif
salut gereget kabinet baru tampak sinergi antar kemen statemen rang radikalisme bumi pertiwi see ajah cuma gertak sambal buah hasil signifikan bangsa hibur rakyat;positif
menteri baru lantik slalu mmbicarakan radikal radikal benah ekonomi buka lap kerja baik sdm kemblikan sda kuasa asing aseng prubahan estapet kmenterian baru sama pola pikirny mhon pncerahanny pak;negatif
sebut radikal bablas al qur jamin orang ikut nu masuk syurga makin lama makin sesat cerdas tempat kader nu menteri jadi beban perintah cc;positif
ibu sus lebih baik jadi perempuan independen merdeka mjd tokoh inspirasi cocok jadi menteri ikat atur birokrasi;positif
moga menteri baru program mutih utang mutihke utang pakai skincare cukup;positif
sedih banget bu sus jadi menteri;negatif
tuju alhamdulillah pak yai pak jokowi ikan hari santri nasional menag nu uu pesantren sekarang wapres nu pak jokowi isi kabinet maju jilid ii kpd orang siap berantas radikalisme belum warga nu juang tumpas radikal;positif
bu sus jadi menteri;negatif
selamat datang kabinet ramping;positif
bu sus nihhh formasi lengkap kabinet indonesia maju pilih jokowi;negatif
benar pak cukup nu bukan nu sama sekali mungkin sekali jelas banyak sekali tekan menteri pilih pak akhir akhir;negatif
dukung bonyok elitnya mesra malah jadi menteri ckckkckck;negatif
baru jadi menteri maren sore dah sok belagu menag sok mau nasehat uas nota bene lulus maroko ahli ilmu fiqih beri dalil ma uas baru nyahok lu ndro;negatif
menteri rasa presiden tetap babu bantu;negatif
selamat atas tunjuk bpk jadi mendikbud baru harap rakyat benar banyak baik akhlak anak thd orangtua akhlak anak thd guru pantau langsung lapang pak menteri bukti kunjuangannya samar rakyat biasa;positif
jumlah kiai nu keluh sosok fachrul razi pilih presiden jadi menteri agama sayang jabat emban kader;negatif
tau aku bu sus emg nyatain mau lanjut jadi menteri periode nama baru;negatif
gimana kabinet baru mau atas defisit dagang memang tim ekonomi selesai janji dagang nyaris rampung era kabinet sblmnya batal jelas bakal defisit lg pak jokowi blunder seperti;negatif
moga indonesia makin maju bawah pimpin jokowi kabinet;positif
sedikit kecewa sama ombak menteri moga kecewa;negatif
terima kasih pak susun kabinet yakin laku stenap kumedi habis materi;positif
selamat atas lantik kabinet baru ganti timbang pak;positif
selamat tugas mas nadiem makarim selamat jadi didik indonesia jadi lebih digital belum;positif
gimana nyata bu sus sendiri nolak tawar jadi menteri hehehehe lagi kan bu sus copot emang masa jabat habis jadi mending kt doa moga pilih beneran orang kualitas;positif
usai lantik menteri kabinet indonesia maju kerja bagaimana lima tahun kemarin menteri langsung kerja beri target hari kabinet indonesia maju lanjut kerja kabinet belum;positif
moga edy mampu kerja sama prestasi bu sus bu bi sus panggil kabinet;negatif
selamat bapak erick thohir menteri bumn periode menteri bumn moga kerja keras semangat beri terus bangun indonesia lebih maju;positif
bu sus pujiastuti tahan mnjadi menteri pak pilih pak de bu sus kecewa berat;negatif
kecewa baca timeline pagi bu kabinet jilid pak;negatif
akhir tau jokowi pilih menteri agama bukan orang islam wakil semua agama;positif
senang deh nadiem makarim jadi mendikbud moga kurang jumlah tenaga kerja didik serap industri makin maju didik indonesia bas teknologi mumpuni selamat kerja pak;positif
wah bicara soal kulit debat soal uu baru sk tindak lucu luan mahfud md menko punya hak veto batal bijak menteri;negatif
nadiem makarim;positif
selamat layan bangsa;positif
bangga sama menteri kali nama kabinet keren kabinet indonesia maju selamat kerja buat perintah baru god bless;positif
moga bangsa lebih baik depan pk presiden ingat bila menteri kerja enggak serius emban amnah copot;positif
menteri laut ikan edhy prabowo jebak betmen;negatif
rajuk joko widodo jokowi sampai mohon maaf mengakomodir semua pihak susun kabinet;negatif
bu sus ganti mungkin anggap hambat investasi padahal tingkat industri ikan negeri baik lingkung bu siti nurbaya tetep menteri lingkung biar alam rusak tingkat investasi;negatif
mendikbud nadiem makarim mendikbud gokilll;positif
nyata lebih kadrun kadrun sekalipun menteri mulai kerja ksh sempat dulu kerja baru komentar ksh kritik bangun solusi pak pikir asal pilih koq;positif
terima kasih bu abdi lama th masyarakat jujur sangat kecewa ibu masuk lg jajar kabinet jilid;positif
terima kasih ibu sus ibu emang bener menteri wanita gila nan keren paling aku ingat ibu panutan banget pokok terima kasih banyak buu;positif
kabar baik bal bintang puspayoga percaya jokowi jadi menteri pppa;positif
ikut bangga lihat masyarakat pangandaran luar biasa bangga indonesia tentu memilikiki orang ibu kerja keras lama jabat menteri bu;positif
mas nadiem anwar makarim menteri didik budaya tiba jadi merinding entah tiba tatap masa depan didik indonesia lebih baik doa;positif
selamat kerja pak menteri desa pdtt baru periode moga amanah sukses selalu bangun desa pinggir;positif
sumpah merinding banget bu sus jadi menteri;negatif
tanda bu sus menteri benar menteri biasa kn jabat kali kar na harta makin tambah except pak de;negatif
apa jadi ibu mantan menteri selesai diri please pak ajak bu sus;negatif
cukup sexy timbul bagai polemik publik tentu internal partai koalisi rupa salah satu langkah berani ambil presiden lihat patut tunggu kolaborasi tarik;positif
lihat wawancara menteri tani baru pak syl youtube detik rasa semangat rap api mirip mirip ahok bilang;positif
sungguh golput milu kemarin harap menteri ibu sus ibu sri tetap bantu bapak presiden yasudalah ibu optimis jadi terima kasih banyak bu atas abdi ibu tahun nikmat hasil;positif
elamat tugas mendikbud nadiem makarim;positif
tenang ntr hari kerja menteri baru kena reshuffle balik lg bu sus sekarang bu sus happy dulu libur dulu bu;positif
menteri menteri bantu presiden jokowi indonesia lebih maju nama kabinet sebut nama kabinet indonesia maju selamat tugas beri semua baik indonesia depan;positif
ristek diktinya nadiem makarim ceo gojek cinta;positif
mitra gojek juta orang kata nadiem makarim buka lapang kerja juta orang lalu pks ngapain khawatir nasib didik indonesia bawah nadiem makarim;positif
selamat jalan tugas menteri industri balai besar industri hasil kebun;positif
bu sus better menteri mundur terus balek;negatif
moga amanahsaatnya tinggal joko widodo jokowi umum resmi kabinet indonesia maju susun menteri menteri;positif
happy ending moga rini ikut tunggu gebrak menteri didik baru;positif
susun tetap menteri kabinet pak tentu segala pikir timbang kecewa apbl menteri tunjuk tunjuk sesuai ingin ttplah menghornati dukung awas;positif
sayang banget bu sus jadi menteri pengaruh lord emang dua;negatif
baru umur jagung harap menteri rusak tuh menteri imbas negara sabar ajar jadi lebih baik;positif
bismillah moga bapak jalan amanat menteri pertahanantetaplah juang jalan rakyat pakjangan tipu jebak musuh bapak kabinet;positif
seluruh setijab menteri cuma prabowo heboh tayang tv berita moga negeri makin baik gabung satu indonesia;positif
keren nadiem makarim jadi mendikbud se senang akuuuu bayar sekolah kuliah bayar pakai gopay kaliyaaaa;positif
ibu masuk kabinet moga mash tenggelam buat kapal asing masuk indonesia;negatif
surprisingly bu sus jabat menteri kkp;negatif
yuhuu terima kasih bapak nadiem makarim made happen moga anak anak sekolah bayar spp pakai paylater;positif
salah satu tidak efisien kabinet jokowi angkat wamen buat apa coba menteri kan bantu dirjen kl butuh wamen tanda mentwri sangkut punya kualitas angkat jadi menteri;negatif
omg prabowo jadi menteri tahan bantu perintah jokowi moga bani kadrun kejang semafut;positif
moga nadiem makarim bsa sejahtera guru;positif
kaget lihat sususan kabinet baru isu prabowo menteri tahan thought joke nadiem makarim mendikbud kirain bakal menkominfo gara gara harvard yasonna laoly baru mundur grgr lolos senayan ditilpun lg bu sus manaaaa;negatif
hrs ganti menteri sllalu ingat ibu sus pudjiastuti sllu blng kl ank terus ibu sus pudjiastuti menteri laut ank kuliah ambl jurus ikan laut trm ksh bu sus menteri mampu tenggelam;negatif
suara rakyat kecil suara oligarki cukong susah beda lbh percaya presiden jokowi lbh akomodatif penting elit postur kabinet sekarang jadi bukti postur elit banyak jenderal main aman sekian;positif
pak prabowo salut putus bpk unt gabung pak jokowi habis pikir mau jadi menteri layak orang calon presiden notabene saing;positif
selamat seluruh menteri kabinet indonesia maju moga tambah baik kerja depan harap menteri didik hapus sistem zonasi tahun ajar;positif
alhamdulillah kabinet baju semangat maru selamat ketua mahkamah agung lantik moga sukses kenal amanah;positif
aku harap banyak sama nadiem makarim;positif
sedih bu sus jadi menteri ingat pesan psikolog;negatif
copas padahal bentuk kabinet kerja tahun lalu jokowi larang menteri rangkap jabat baik ketua umum urus parpol;negatif
selamat awan rad menteri sehat baru moga amanah percaya;positif
pangkal psdkp tual ucap selamat sukses bapak atas lantik menteri laut ikan republik indonesia;positif
kkp kecewa smeoga menteri lanjut satu visi bu sus tegas bu sus visioner;negatif
selamat atas lantik bapak abdul halim iskandar menteri desa pdtt;positif
sus pudjiastuti napa masuk jadi menteri deh;negatif
lihat arah bijak jokowi ubah prabowo masuk kabinet bukan type khianat lupa hrs uas uah istana warna denga nuansa ulama maruf hrs gym ulama pasti cebong gigit jari;positif
moga pak nadiem makarim rubah sistem didik indonesia katrok jadul jadi sistem lebih relevan industri;positif
asalamualaikum wr wb nawarin unt jadi menteri kq bu mega bu bukan pak jokowi sbnrnya presiden siapa bu;negatif
maju demokrasi pilih kabinet oposisi rangkul jadi menteri muda pribumi menteri prestasi;positif
selamat emban amanah bapak menteri laut ikan kabinet kerja ii terima kasih ibu atas seluruh abdi lama tahun menteri kabinet kerja;positif
perintah masyarakat kabupaten sinjai provinsi sulawesi selatan ucap selamat kerja kabinet indonesia maju moga sukses emban tugas;positif
ahy titip tiga ingin rakyat kabinet indonesia maju jokowi maruf inspiring informative;positif
lihat dl kembang kerja menteri skr kira bp bl bila kerja muas segera menteri ganti;positif
selamat atas lantik abang menteri pariwisata ekraf tanah lahir selalu hati yaa;positif
prof ucap selamat kerja buat menteri pilih kabinet indonesia maju meski kurang muas prof jadi bagi prof sempat panggil menteri dungu cuma prof tolak;positif
selamat atas pilih gus halim menteri pdtt moga desa makin maju;positif
perhati sejahtera guru pak menteri baru utama daerah pencil;positif
sial aku masuk orang ken bu sus tetep jadi menteri;negatif
selamat sukses atas lantik menteri pdtt kemendes moga makin hebat;positif
judul berita bbrpa pikir justru akan berusha buat keruh suasana henti banding kan pilpres lalu jokowi menang prabowo kalah jokowi presiden prabowo menteri prabowo bawah jokowi presiden wrg negara taat kpd hukum ttk;positif
edhy prabowo menteri laut ikan indonesia ganti moga amanah pak;positif
tri gojang ganjing kemenagama didik budaya putus sejarah proporsi nu sangat kecewa atas pengambilalihan kursi menteri agama tni ormas mathlaul anwar pb nu radang ansor banser papar radikalisme;negatif
tau menteri baru sama hebat kaya bu sus wkk;positif
mau ibu sus jadi menteri ikan laut;negatif
sorry trnyata posting kemarin masa tetap menteri trnyata bu lanjut periode sungguh sayang pribadi tetep salute respect atas apa bu sus laku menteri;negatif
terus terang sangat kecewa bu jadi menteri kkp benar kalah pak;negatif
nadiem makarim jadi menteri didik jokowi dorong inovasi startup didik usia tengah kali tarik ugak;positif
faza meonk nilai kabinet baru jokowi tarik;positif
terima kasih bu lama jadi idola perintah terima bu sus jadi menteri hufttt;positif
nadiem makarim jadi mendikbud mungkin ruangguru zenius sama gojek kolaborasi moga didik indonesia makin maju;positif
harap banyak menteri pariwisata ekonomi kreatif bawah wishnutama angela duet maut dua sama orang kecimpung dunia kreatif minimal nomer asean maksimal destinasi baru bal borobudur;positif
sungguh sangat nanti trobosan trobosan nadiem makarim;positif
suka mungkin lebih pribadi bu sus bebas merdeka satu satu menteri perlu jaim tampil ngapain jaim usaha sukses jauh jadi menteri;positif
usaha terlalu optimistis menteri jokowi;negatif
buk sus ibuk jadi menteri laut lg sungguh sangat sayang buk ibuk bejabat menteri lg;negatif
menteri hoax dunia maya;negatif
presiden ribpk presiden ri bpk selamat sukses jajar menteri kabinet jabat tingkat menteri kabinet indonesia maju;positif
terlalu antusias berita susun kabinet jilid lupa kabinet belum sering banget kena reshuffle;positif
yaaah bu sus makasih bu jadi menteri favorit pernah follow akun menteri;positif
selamat atas lantik pak jokowi pak maruf serta kabinet baru moga amanah lima tahun depan;positif
selamat buat menteri baru habis pikir nama ibu sus tegas;positif
menteri muda inovatif friendly apa gitu;positif
selamat kpada pak atas lantik jadi menteri tahan cipta aman nkri bpak asal militer paham betul aman tahan sekali lg selamat bpak komando;positif
ikut ketidakpuasan bnyk lg puas harap wakil kabinet provinsi wakil sj cuma gelintir tiap suku mau wakil jadi menteri apa hrs tambah atus menteri semua wakil kader nu kalo slh kurang buat negara sendiri sj;positif
sebut masyarakat bohong milu lantas singgung isu prabowo laku langgar ham berat;negatif
optimis nadiem makarim;positif
nadiem makarim jadi mendikbud shocking yet exciting;positif
selamat kabinet baru susun menteri kabinet indonesia maju umum hari istana negara jakarta;positif
kecewa sayang prabowo jadi menteri;negatif
oke kuciwo bu sus njabat menteri;negatif
selamat datang bapak prabowo subianto menteri tahan republik indonesia masa bakti periode;positif
diinterview bapak menag selalu kata bukan menteri agama islam menteri agama republik indonesia harap baru sirat;positif
selamat kerja kabinet indonesia maju bawah pimpin pak jokowi abah yai maruf moga amanat besar beri manfaat seluruh masyarakat indonesia;positif
akhir menteri pariwisata isi sama orang bener qualified sayang bu sus jadi menteri;positif
menang prabowo mungkin jokowi ajak jadi menteri fadli zon ngamuk;negatif
pak suprised terima kasih atas jajar menteri baru tahun pak selamat jabat tahun depan pak;positif
terus terang kecewa berat bu sus lantik menteri ikan laut harap bu sus percaya presiden jokowi bidang tugas ibu sosok pimpin ideal harap bangsa;positif
sangat sayang menteri agama bpk lukman hakim menteri laut ibu sus pudjiastuti ganti padahal umur umur produktif malah nama lama luhut pandjaitan tetap mentereng jajar menteri;negatif
terima kasih abdi lama bu ibu sus cocok jadi panutan menteri indonesia kabinet indonesia maju;positif
selamat gus halim iskandar atas lantik hari menteri desa pdtt periode;positif
menteri rasa presiden gaess kan jadi gagal fokus sama awal nyaa asa jiwa ronta bong akhir lo hnya bagi tulang jokowi;positif
apatis aku yaa tau profile jabat kabinet sekarang tau muda muda masa;negatif
bukk bu sus ken pelukk sehat terus ibu padahal senang punya menteri gokil kerja nyata suka ngopi doa padahal ken ibu masuk tetep teges bilang tenggelam;positif
tugas menaker siap anak siap kerja bukan catat kuar kartu anggur tugas mendikbud didik tugas menteri sektor riel siap lap kerja tugas menteri ekonomi mudah usaha jangan bolak balik menaker penting;positif
moga menteri baru ngedrum;positif
pak menteri agama apa salah tuh pak moga kaji ulang;negatif
negara butuh menteri kaya bu sus banyak basa basi langgar atur langsung tenggelam;negatif
selamat kerja pak jokowi pak ma aruf serta menteri kabinet indonesia maju;positif
yakin jadi menteri bu sus terus edar tebar ilmu suara peduli beliau indonesia;positif
prabowo jadi menteri jokowi mohammad taufik aku penting bangsa megapolitan;positif
slamat datang bapak nadiem makarim menteri didik budaya mendikbud kabinet indonesia maju moga terobos pikir beliau maju didik indonesia slamat pak;positif
menteri sus;negatif
sayang sekali mang aru masuk jajar kabinet jilid menteri perseblakan;negatif
sedih nilai tukar dolar rupiah pasca umum menteri baru kabinet indonesia maju presiden joko widodo kuat begini gera;negatif
pak jokowi umum susun kabinet orang wah bu sus masukaku wah pak jokowi bilang sepakbola pak astaghfirulah aku;negatif
singgung menteri jokowi pernah periksa kpk aktivis antikorupsi beri nilai;negatif
nadiem makarim jadi menteri didik selamat anak sekolah bayar spp pakai gopay cashback dik adikk;positif
paling pertama sampai selamat atas bentuk kabinet presiden wakil presiden maruf moga sukses jalan tugas tugas depan sesuai harap masyarakat;positif
masuk kabinet demokrat hormat putus jokowi;positif
baru lantik menteri agama baru rada blunder mesti menaq baru ri beri komentar sejuk;negatif
okeeh hormat pilih pak walaupun lg pilih ibu mudah bu sus simpan resufle kabinet;positif
aku jadi jokowi aku toyor menteri;negatif
nadiem makarim harap bawa ubah besar ekonomi digital;positif
sekarang gagal moveon tong dukung jokowi berisik kampret kasihan deh sekarang dukung satu dukung semua menteri jokowi;positif
akhir mendikbud muncul apa yakin pak pak nadiem makarim mbak kenal kultur sejarah juang pahlawan ri sjrah lain aneka ragam budaya ri sangat penting kurikulum didik sejarah budaya ri banyak provokator memplesetkan sejarah ri;negatif
nadiem makarim menteri aku wow moga bawa didik jauh lebih baik depan aku banyak nang daya laku apa;positif
pak lebih pilih menteri lama macam budi karya yasonna laoly luhut binsar bu jelas jelas lihat prestasi atas kerja beliau laut indonesia entah apa rasuk pak hingga tega laku;negatif
rasa nadiem makarim lihat pak jokowi mampu makanya panggil kan tau apa pandang posisi presiden;positif
ganti bu sus pudjiastuti menteri kkp beban cuy bukti kerja lebih lebih lebih baik ketimbang beliau terima kasih bu sus atas abdi;positif
edhy jadi menteri pks tetap koalisi gerindra dki;positif
kecewa menteri kkp lama sus pudjiastuti ganti edhy prabowo gerindra illegal fishing tetap hajar tenggelam jadi blunder kembali illegal fishing;negatif
selamat atas lantik bapak abdul halim iskandar menteri desa pdtt terima kasih presiden ri jokowi;positif
selamat bapak menpora baru atas pilih menteri susun kabinet kerja indonesia maju menteri pemuda olahraga;positif
bu kata hari hari patah hati nasional gara nama sus pudjiastuti gada jajar menteri kabinet indonesia maju;negatif
lebih ekstrim nadiem makarim jadi mendikbud wishnutama mending menteri pariwisata;positif
justru awal langsung point jokowi presiden prabowo menteri beres kan;positif
pernah tau alas apa balik jabat ibu sus menteri baik pak jokowi bu sus sendiri timbang seru jabat asal jangan tuduh pribadi harap menja;positif
nyata bener moga jalan tugas baik benar;positif
pak menteri baju keluar tuh pak rapih;negatif
tidak apa bu sekarang pak jokowi beda lebih condong partai apa ibu satu menteri apalin seluruh anak sd ditanyain menteri jawab bu sus pujiastuti apa menteri saking prestasi;negatif
harus bentuk satu tri urus kecewa dukung paslon;negatif
kesonbongan rencana rendah padahal kemenko uu berani henti menteri partai besar;negatif
selamat atas lantik bpk abdul halim iskandar menteri desa pdtt ri;positif
selamat atas lantik pak abdul halim iskandar jadi menteri desa sanusi majid;positif
terus terang sedih pak lihat orang masuk kabinet;negatif
bu sus jadi menteri;negatif
bu sus jadi menteri;negatif
kabinet sayur asem enak hangat telah rasa asem;negatif
sambut positif kabinet baru dahlan iskan puji jokowi;positif
selamat sukses atas lantik gus halim menteri desa;positif
banyak sosok keringat menang jokowi jilid posisi menteri saat baperan doa baik kabinet;positif
bu sus jadi menteri padahal bagus kan kerja;negatif
semangat kabinet baru jokowi maruf jadi kabinet jadi kelompok orang mampu bangun bangsa jadi lebih baik;positif
sus jadi menteri batal reklamasi teluk benoa;negatif
sepak terjang nadiem makarim menteri muda ogah panggil bapak siapa kemarin anti arab lihat turun arab butuh jadi mendikbud;negatif
